QB,CLASS,247 RATINGS,STARS,HEIGHT,WEIGHT,POSITION,STATE,HOMETOWN,HIGH SCHOOL,COMMITTED DATE,POSITION RANK,NATIONAL RANK,STATE RANK,COMMITTED SCHOOL ID,RECRUIT STATUS,PLAYER URL
Hype Grand,2025,82,3,6-0,185.0,QB,California,Pasadena,Pasadena,,185,2917,269,24074,Enrolled,https://247sports.com/player/hype-grand-46117526/
Bryce Button,2025,85,3,6-1,215.0,QB,Kentucky,Bowling Green,South Warren,,110,1949,25,24070,Enrolled,https://247sports.com/player/bryce-button-46148783/
Jackson Kilburg,2025,84,3,6-3.5,220.0,QB,Connecticut,Kent,Kent School,,121,2177,23,24208,Signed,https://247sports.com/player/jackson-kilburg-46125352/
Kalen Fisher,2025,,0,6-4,201.0,QB,Arizona,Gilbert,Highland,,,,,24069,HardCommit,https://247sports.com/player/kalen-fisher-46139758/
Walter Moses,2025,83,3,6-4,190.0,QB,Ohio,Perry,Perry,,150,2526,109,24076,Enrolled,https://247sports.com/player/walter-moses-46140536/
Jacob Bell,2025,85,3,6-2,213.0,QB,Illinois,Naperville,Naperville North,,86,1675,42,24040,Enrolled,https://247sports.com/player/jacob-bell-46143253/
Jonathan Craft,2025,84,3,6-0,170.0,QB,California,El Cerrito,El Cerrito,,134,2286,188,24118,Enrolled,https://247sports.com/player/jonathan-craft-46144388/
TJ Stanley,2025,85,3,6-2,210.0,QB,Georgia,Lyons,Toombs County,,109,1948,203,24332,Enrolled,https://247sports.com/player/tj-stanley-46149589/
Cibastian Broughton,2025,82,3,5-11,175.0,QB,Florida,Orange Park,Fleming Island,,171,2774,285,24065,Enrolled,https://247sports.com/player/cibastian-broughton-46133426/
Carsen Melvin,2025,84,3,6-3,210.0,QB,Indiana,Westfield,Westfield,,139,2347,46,24067,Enrolled,https://247sports.com/player/carsen-melvin-46122915/
Gavin Parkhurst,2025,84,3,6-3,205.0,QB,Texas,Fort Worth,All Saints Episcopal,,123,2192,308,24240,Enrolled,https://247sports.com/player/gavin-parkhurst-46139152/
Khalel Wright,2025,84,3,6-1,191.0,QB,North Carolina,Charlotte,Charlotte Country Day,,141,2437,53,24066,Enrolled,https://247sports.com/player/khalel-wright-46139520/
Zach Lawrence,2025,82,3,6-1,195.0,QB,North Carolina,Matthews,Butler,,191,3011,67,24146,Enrolled,https://247sports.com/player/zach-lawrence-46135330/
Lawrence Wells,2025,82,3,6-2,185.0,QB,Michigan,Brighton,Brighton,,184,2895,59,24488,Enrolled,https://247sports.com/player/lawrence-wells-46146718/
Sebastian Circo,2025,82,3,6-2,195.0,QB,Florida,Fort Lauderdale,Western,,180,2851,291,24084,Enrolled,https://247sports.com/player/sebastian-circo-46129846/
Garyt Odom,2025,82,3,6-2,187.0,QB,Arkansas,Fayetteville,Fayetteville,,172,2779,19,24048,Enrolled,https://247sports.com/player/garyt-odom-46131819/
Coleman Carter,2025,82,3,6-1,180.0,QB,Mississippi,Natchez,Adams County Christian School,,186,2931,70,24111,Enrolled,https://247sports.com/player/coleman-carter-46143512/
Tyler Travers,2025,83,3,6-5,205.0,QB,Tennessee,Mt. Juliet,Mt. Juliet,,148,2504,77,25312,HardCommit,https://247sports.com/player/tyler-travers-46138758/
Austyn Modrzewski,2025,83,3,6-4.5,177.0,QB,Colorado,Littleton,Mountain Vista,,151,2543,10,24156,Signed,https://247sports.com/player/austyn-modrzewski-46141196/
River Warren,2025,83,3,6-3,195.0,QB,Oklahoma,Oklahoma City,Del City,,167,2711,35,24129,Signed,https://247sports.com/player/river-warren-46132107/
Kingston Tisdell,2025,83,3,6-0,180.0,QB,California,Inglewood,Inglewood,,159,2587,226,24134,Signed,https://247sports.com/player/kingston-tisdell-46139497/
Chase Herbstreit,2025,83,3,6-1,198.0,QB,Ohio,Cincinnati,St. Xavier,,160,2607,117,24042,Enrolled,https://247sports.com/player/chase-herbstreit-46140648/
Finley Polk,2025,83,3,6-3,175.0,QB,South Carolina,Rock Hill,Northwestern,,166,2685,40,24137,Signed,https://247sports.com/player/finley-polk-46140958/
Wells Bettenhausen,2025,83,3,6-5,225.0,QB,Florida,Defuniak Springs,Walton ,,168,2721,279,24439,Signed,https://247sports.com/player/wells-bettenhausen-46148970/
Patrick Crayton Jr.,2025,83,3,6-0,200.0,QB,Texas,Carrollton,Hebron,,142,2473,329,24054,Enrolled,https://247sports.com/player/patrick-crayton-jr-46155826/
Jarret Nielsen,2025,82,3,5-11,210.0,QB,California,Long Beach,Jordan,,177,2797,248,24119,Enrolled,https://247sports.com/player/jarret-nielsen-46130384/
Camren Boykin,2025,83,3,6-2,190.0,QB,Maryland,Upper Marlboro,Maret School,,146,2498,9,24075,Enrolled,https://247sports.com/player/camren-boykin-46140432/
Nolan Good,2025,84,3,6-2,195.0,QB,Ohio,Avon,Avon,,136,2302,100,24071,Enrolled,https://247sports.com/player/nolan-good-46144185/
Brady Davidson,2025,82,3,6-5,210.0,QB,Missouri,Columbia,Rock Bridge,,178,2817,43,24073,Enrolled,https://247sports.com/player/brady-davidson-46141402/
Draiden Trudeau,2025,82,3,6-0,190.0,QB,California,Mission Viejo,Mission Viejo,,188,2964,276,24082,Enrolled,https://247sports.com/player/draiden-trudeau-46144235/
Vance Holtz,2025,83,3,6-0,215.0,QB,Wisconsin,Hartland,Arrowhead,,149,2524,20,24077,Enrolled,https://247sports.com/player/vance-holtz-46137231/
Kaleb Bailey,2025,,0,6-2,195.0,QB,Texas,Houston,North Shore,,,,,24202,Enrolled,https://247sports.com/player/kaleb-bailey-46128739/
Chanston Crosby,2025,80,3,6-2,195.0,QB,South Carolina,Bamberg,Bamberg-Ehrhardt,07/15/2024,207,3187,48,24159,Enrolled,https://247sports.com/player/chanston-crosby-46134400/
Ryan Downes,2025,82,3,6-4.5,215.0,QB,Florida,Sarasota,Booker,,190,2980,306,24165,HardCommit,https://247sports.com/player/ryan-downes-46114952/
Tyus Miller,2025,82,3,5-10,165.0,QB,California,Clovis,Clovis East,,174,2791,243,24158,Signed,https://247sports.com/player/tyus-miller-46132157/
Cason Carswell,2025,82,3,6-3,185.0,QB,Michigan,Mason,Mason,,183,2893,57,24187,Enrolled,https://247sports.com/player/cason-carswell-46138192/
Jahmeir Spain,2025,82,3,6-3,180.0,QB,Ohio,Cincinnati,Mt. Healthy,,169,2770,124,25690,HardCommit,https://247sports.com/player/jahmeir-spain-46139324/
Toa Faavae,2025,82,3,6-1,195.0,QB,California,Concord,De La Salle,,176,2796,247,24081,Enrolled,https://247sports.com/player/toa-faavae-46141782/
Treynor Cleeland,2025,82,3,6-1,205.0,QB,Oregon,Portland,Portland Jesuit,,182,2883,17,24158,Signed,https://247sports.com/player/treynor-cleeland-46144519/
Kaz Rebarcak,2025,82,3,6-3,200.0,QB,Iowa,Davenport,Davenport North,,170,2773,24,24184,Signed,https://247sports.com/player/kaz-rebarcak-46147020/
Charlie Smith,2025,82,3,6-2,195.0,QB,North Carolina,Charlotte,Charlotte Catholic,,189,2969,66,24167,HardCommit,https://247sports.com/player/charlie-smith-46147891/
Preston Brown,2025,82,3,6-1,215.0,QB,Missouri,Hillsboro,Hillsboro,,179,2818,44,24183,Enrolled,https://247sports.com/player/preston-brown-46150289/
Chase Kwiatkowski,2025,82,3,6-3,211.0,QB,Illinois,Evergreen Park,St. Laurence,,187,2947,86,24180,Signed,https://247sports.com/player/chase-kwiatkowski-46151297/
Ben Taylor,2025,82,3,6-1,185.0,QB,Louisiana,Bossier City,Airline,,173,2790,63,24236,Signed,https://247sports.com/player/ben-taylor-46153842/
Luke Weaver,2025,82,3,6-3,195.0,QB,California,Manteca,East Union,,3,3005,18,24119,Enrolled,https://247sports.com/player/luke-weaver-46154338/
Blake Owen,2025,82,3,6-1.5,225.0,QB,Tennessee,Cookeville,Cookeville,,235,3025,88,24062,HardCommit,https://247sports.com/player/blake-owen-46155961/
Banks Bowen,2025,82,3,6-3,210.0,QB,Kansas,Lawrence,Lawrence,,224,2930,27,24058,Enrolled,https://247sports.com/player/banks-bowen-46151164/
Beau Jackson,2025,79,2,6-3,220.0,QB,Michigan,West Bloomfield,West Bloomfield,,230,3420,79,24034,Enrolled,https://247sports.com/player/beau-jackson-46116681/
Tre People,2025,80,3,6-1,199.0,QB,Oregon,Eugene,Willamette,,221,3297,23,24102,Enrolled,https://247sports.com/player/tre-people-46138301/
EJ Archield Jr.,2025,84,3,6-4,230.0,QB,Florida,Tampa,Gaither,,116,2096,223,24142,Enrolled,https://247sports.com/player/ej-archield-jr-46141852/
Daniel Gomez,2025,80,3,6-1,205.0,QB,California,Hanford,Hanford,,209,3199,322,24069,Enrolled,https://247sports.com/player/daniel-gomez-46142916/
Jaden Cummings,2025,81,3,5-11,180.0,QB,South Carolina,Charleston,Summerville,,204,3139,45,24166,HardCommit,https://247sports.com/player/jaden-cummings-46135492/
Jayce Nixon,2025,81,3,6-0,195.0,QB,Florida,Venice,Venice,,198,3093,317,24184,Signed,https://247sports.com/player/jayce-nixon-46137406/
Stevie Diamond,2025,81,3,6-3,190.0,QB,Ohio,Akron,Buchtel,,197,3067,142,24981,HardCommit,https://247sports.com/player/stevie-diamond-46137688/
Cooper Panteck,2025,81,3,6-5,180.0,QB,Ohio,Gates Mills,Gilmour Academy,,206,3172,150,24194,Signed,https://247sports.com/player/cooper-panteck-46140573/
Michael Dove,2025,80,3,6-0,206.0,QB,Florida,Orlando,Lake Nona,,216,3251,334,24063,Enrolled,https://247sports.com/player/michael-dove-46142906/
Malachi Lewis,2025,81,3,6-2,195.0,QB,Florida,Homestead,Homestead ,,205,3154,324,24188,Signed,https://247sports.com/player/malachi-lewis-46145509/
Andrew Heidel,2025,81,3,6-0,200.0,QB,Florida,Bradenton,Manatee,,200,3115,318,24062,Enrolled,https://247sports.com/player/andrew-heidel-46148039/
Grant Kinnee,2025,81,3,6-4,195.0,QB,Ohio,Whitehouse,Anthony Wayne,,199,3112,147,24208,Signed,https://247sports.com/player/grant-kinnee-46149421/
Jaxen Robinson,2025,81,3,6-5,225.0,QB,California,Gilroy,Christopher,,203,3134,315,24130,Signed,https://247sports.com/player/jaxen-robinson-46150363/
Derek Morgan,2025,81,3,6-2,195.0,QB,Kansas,Goddard,Eisenhower,,201,3125,28,24213,Signed,https://247sports.com/player/derek-morgan-46151510/
Zander Smith,2025,79,2,6-3,225.0,QB,Florida,Lakeland,Lakeland,,222,3342,342,24183,Enrolled,https://247sports.com/player/zander-smith-46118051/
Tanner Wilson,2025,80,3,6-0,170.0,QB,California,Fresno,Sunnyside,,211,3206,323,24062,HardCommit,https://247sports.com/player/tanner-wilson-46128096/
Sam Knuth,2025,80,3,6-4,200.0,QB,South Dakota,Harrisburg,Harrisburg,,213,3238,9,28384,HardCommit,https://247sports.com/player/sam-knuth-46143897/
Aiden Krause,2025,80,3,6-3,180.0,QB,Nevada,Henderson,Coronado,,220,3274,33,24210,Signed,https://247sports.com/player/aiden-krause-46149676/
Xzavior Guess,2025,80,3,5-11,165.0,QB,California,Orange,El Modena,,218,3253,337,24158,Signed,https://247sports.com/player/xzavior-guess-46150001/
Dominic Ingrassia,2025,80,3,6-4,200.0,QB,California,Novato,San Marin,,4,3327,24,24089,Enrolled,https://247sports.com/player/dominic-ingrassia-46130905/
Jaxon Knutson,2025,79,2,6-1.5,200.0,QB,Arizona,Tempe,Mcclintock,,224,3350,46,24433,HardCommit,https://247sports.com/player/jaxon-knutson-46114741/
Kaden Rolfness,2025,79,2,6-3,200.0,QB,Washington,Puyallup,Puyallup,,232,3451,72,24126,Signed,https://247sports.com/player/kaden-rolfness-46131605/
Brady Ford,2025,79,2,6-0,205.0,QB,Ohio,Toledo,Whitmer,,233,3474,172,24199,HardCommit,https://247sports.com/player/brady-ford-46141111/
Holland Harris,2025,79,2,6-4,178.0,QB,Indiana,Hammond,Morton,,227,3379,63,28875,HardCommit,https://247sports.com/player/holland-harris-46142769/
Anthony Quinones,2025,79,2,6-1,180.0,QB,California,Winchester,Liberty,,226,3376,355,24126,Signed,https://247sports.com/player/anthony-quinones-46142896/
Sante Gasperoni,2025,79,2,6-3,203.0,QB,Michigan,Warren,De La Salle Collegiate,,225,3373,76,24277,HardCommit,https://247sports.com/player/sante-gasperoni-46144361/
Hoyt Gregory,2025,79,2,6-3.5,210.0,QB,Missouri,Wentzville,North Point,,228,3395,49,24447,HardCommit,https://247sports.com/player/hoyt-gregory-46147259/
Jordan Simes,2025,78,2,5-11,183.0,QB,Michigan,Roseville,Roseville,,234,3501,85,24277,HardCommit,https://247sports.com/player/jordan-simes-46144188/
Maverick Geske,2025,78,2,6-0,192.0,QB,Indiana,Indianapolis,Brebeuf Jesuit,,238,3572,74,24040,Enrolled,https://247sports.com/player/maverick-geske-46147929/
Zayden Stevens,2025,78,2,6-3,215.0,QB,Colorado,Colorado Springs,Vista Ridge,,237,3565,23,24403,HardCommit,https://247sports.com/player/zayden-stevens-46153215/
Jaylen Viars,2025,77,2,6-4,185.0,QB,Washington,Bothell,Bothell,,246,3697,88,24440,HardCommit,https://247sports.com/player/jaylen-viars-46135904/
Brady Wilson,2025,77,2,6-0,180.0,QB,Indiana,Terre Haute,Terre Haute South Vigo,,240,3641,75,24181,Signed,https://247sports.com/player/brady-wilson-46139864/
Xander Eschelman,2025,77,2,6-3,190.0,QB,California,Menlo Park,Menlo-Atherton,,241,3650,371,24164,HardCommit,https://247sports.com/player/xander-eschelman-46148227/
Rhett Thompson,2025,77,2,6-5,215.0,QB,California,Danville,San Ramon Valley,,243,3685,376,24190,Signed,https://247sports.com/player/rhett-thompson-46153034/
Logan Malachuk,2025,76,2,5-10,155.0,QB,Illinois,La Grange Park,Nazareth Academy,,252,3765,151,24398,HardCommit,https://247sports.com/player/logan-malachuk-46116586/
Marley Alcantara,2025,76,2,5-10,180.0,QB,California,Pittsburg,Pittsburg,,250,3753,381,24258,HardCommit,https://247sports.com/player/marley-alcantara-46130894/
Kylan Stueball,2025,76,2,6-4,227.0,QB,Ohio,Euclid,Euclid,,253,3768,210,24280,HardCommit,https://247sports.com/player/kylan-stueball-46140597/
Noah Oury,2025,76,2,6-2,200.0,QB,Michigan,Troy,Troy,,248,3748,136,24280,HardCommit,https://247sports.com/player/noah-oury-46151572/
Nick Peipert,2025,76,2,6-2,195.0,QB,Illinois,Barrington,Barrington,,251,3761,148,25469,HardCommit,https://247sports.com/player/nick-peipert-46151958/
Landon Tungate,2025,76,2,5-11,190.0,QB,Michigan,Byron Center,Byron Center,,254,3770,143,26074,HardCommit,https://247sports.com/player/landon-tungate-46155206/
James Young,2025,75,2,6-2,190.0,QB,Michigan,Muskegon,Muskegon,,258,3783,144,26074,HardCommit,https://247sports.com/player/james-young-46116767/
Axel Newell,2025,75,2,6-4,190.0,QB,Michigan,Orchard Lake,Orchard Lake St. Mary's,,259,3796,152,24495,HardCommit,https://247sports.com/player/axel-newell-46135119/
Randall McDonald,2025,75,2,6-3,175.0,QB,Illinois,Flossmoor,Homewood-Flossmoor,,261,3822,167,24492,HardCommit,https://247sports.com/player/randall-mcdonald-46155666/
Jonathan Pittman,2025,74,2,6-1,205.0,QB,Michigan,Muskegon,Mona Shores,,263,3838,171,28876,HardCommit,https://247sports.com/player/jonathan-pittman-46138146/
Tommy Morris,2025,74,2,6-0,185.0,QB,Oregon,Bend,Caldera,,262,3835,38,24197,HardCommit,https://247sports.com/player/tommy-morris-46150761/
Roy Thomas Jenkins,2025,,0,6-3,186.0,QB,Texas,Houston,Houston St. Thomas,,,,,24388,HardCommit,https://247sports.com/player/roy-thomas-jenkins-46114615/
Niko Boyce,2025,,0,6-1,200.0,QB,Florida,Naples,Barron Collier,,,,,29248,Enrolled,https://247sports.com/player/niko-boyce-46117816/
Jason Barket,2025,,0,6-1,170.0,QB,Florida,Miami,Miami Columbus,,,,,24490,HardCommit,https://247sports.com/player/jason-barket-46129400/
Braden Atkinson,2025,,0,6-1,210.0,QB,North Carolina,Rolesville,Rolesville,,,,,24365,Enrolled,https://247sports.com/player/braden-atkinson-46130730/
Trey Blakeney,2025,,0,6-1,190.0,QB,North Carolina,Cornelius,Hough,,,,,24198,HardCommit,https://247sports.com/player/trey-blakeney-46130830/
Jack Callaghan,2025,,0,6-3,210.0,QB,Virginia,Richmond,Collegiate School,,,,,24150,HardCommit,https://247sports.com/player/jack-callaghan-46133557/
Cooper Kmet,2025,,0,6-3,200.0,QB,Illinois,Arlington Heights,St. Viator,,,,,24180,HardCommit,https://247sports.com/player/cooper-kmet-46137508/
Landon Walker,2025,,0,5-10,175.0,QB,Georgia,Alpharetta,Woodward Academy,,,,,24063,HardCommit,https://247sports.com/player/landon-walker-46139596/
Shane Throgmartin,2025,,0,6-2,195.0,QB,Georgia,Hoschton,Mill Creek,,,,,24168,HardCommit,https://247sports.com/player/shane-throgmartin-46142062/
Jared Lockhart,2025,,0,6-4,185.0,QB,North Carolina,Indian Trail,Porter Ridge,,,,,24245,Signed,https://247sports.com/player/jared-lockhart-46142082/
Charlie LaMorte,2025,,0,6-2,210.0,QB,New Jersey,West Orange,West Orange,,,,,24207,HardCommit,https://247sports.com/player/charlie-lamorte-46142162/
Jace Gomes,2025,,0,6-3,195.0,QB,California,San Luis Obispo,San Luis Obispo,,,,,24154,HardCommit,https://247sports.com/player/jace-gomes-46142176/
Preston Otter,2025,,0,6-4,205.0,QB,Michigan,Saginaw,Phillips Exeter Academy,,,,,24185,Signed,https://247sports.com/player/preston-otter-46143501/
Jonah Kroenung,2025,,0,6-0,185.0,QB,California,San Jose,Archbishop Mitty,,,,,24072,HardCommit,https://247sports.com/player/jonah-kroenung-46144911/
Maddox Maher,2025,,0,6-4,205.0,QB,Texas,Dripping Springs,Dripping Springs,,,,,24536,HardCommit,https://247sports.com/player/maddox-maher-46145241/
Brady Carmical,2025,,0,6-2,215.0,QB,Virginia,Ashburn,Briar Woods,,,,,24063,HardCommit,https://247sports.com/player/brady-carmical-46146356/
Brad Seiss,2025,,0,6-3,215.0,QB,Maryland,Towson,Loyola Blakefield,,,,,24193,HardCommit,https://247sports.com/player/brad-seiss-46146507/
Camben Emanuel,2025,,0,6-2,200.0,QB,Texas,Missouri City,Fort Bend Hightower,,,,,24062,HardCommit,https://247sports.com/player/camben-emanuel-46146926/
Jake Bobo,2025,,0,6-0,200.0,QB,Georgia,Bogart,Prince Avenue Christian School,,,,,24230,Enrolled,https://247sports.com/player/jake-bobo-46147855/
Logan Inagawa,2025,,0,5-11,210.0,QB,Georgia,Fayetteville,Starrs Mill,,,,,24218,Enrolled,https://247sports.com/player/logan-inagawa-46148007/
Jordan Durham,2025,,0,6-2,210.0,QB,Florida,Jacksonville,Zarephath Academy,,,,,24231,HardCommit,https://247sports.com/player/jordan-durham-46148109/
Theo Setzer,2025,,0,6-1,180.0,QB,North Carolina,St. Pauls,St. Pauls,,,,,24062,HardCommit,https://247sports.com/player/theo-setzer-46148269/
Chase Cromartie,2025,,0,6-1,165.0,QB,Georgia,Peachtree City,McIntosh,,,,,24439,HardCommit,https://247sports.com/player/chase-cromartie-46148968/
Patrick Heneghan,2025,,0,5-11,200.0,QB,Illinois,Winnetka,New Trier,,,,,24299,HardCommit,https://247sports.com/player/patrick-heneghan-46149598/
Scotty Brennan,2025,,0,6-4,175.0,QB,California,Los Gatos,Los Gatos,,,,,24087,HardCommit,https://247sports.com/player/scotty-brennan-46150742/
David Potter,2025,,0,6-4,220.0,QB,Texas,Texarkana,Texas High,,,,,24083,Enrolled,https://247sports.com/player/david-potter-46151008/
Jackson Byrd,2025,,0,6-0,190.0,QB,North Carolina,Clayton,Cleveland,,,,,24262,HardCommit,https://247sports.com/player/jackson-byrd-46151281/
Caleb Cappuccio,2025,,0,5-11,175.0,QB,Texas,San Antonio,Reagan,,,,,24078,HardCommit,https://247sports.com/player/caleb-cappuccio-46151374/
Stroman Bridges,2025,,0,6-0,195.0,QB,Texas,Midland,Midland,,,,,24062,HardCommit,https://247sports.com/player/stroman-bridges-46151411/
Jaxson Jewell,2025,,0,6-2.5,180.0,QB,Florida,Deerfield Beach,Deerfield Beach,,,,,24063,HardCommit,https://247sports.com/player/jaxson-jewell-46151415/
Jason Williams,2025,,0,6-3,190.0,QB,Virginia,Virginia Beach,Salem,,,,,24063,HardCommit,https://247sports.com/player/jason-williams-46151421/
JC Mirasola,2025,,0,6-0,180.0,QB,Florida,Tampa,Plant,,,,,24186,Signed,https://247sports.com/player/jc-mirasola-46151662/
Nelson Layne,2025,,0,6-3,192.0,QB,Virginia,Midlothian,James River,,,,,24062,HardCommit,https://247sports.com/player/nelson-layne-46151977/
Vincenzo Gianforte,2025,,0,6-0,190.0,QB,Iowa,Cedar Rapids,John F. Kennedy,,,,,24218,HardCommit,https://247sports.com/player/vincenzo-gianforte-46152040/
Lane Albright,2025,,0,6-1,175.0,QB,North Carolina,Winston Salem,Mount Tabor,,,,,24216,Signed,https://247sports.com/player/lane-albright-46152374/
Hayden Fletcher,2025,,0,6-2,185.0,QB,Arizona,Peoria,Liberty,,,,,24130,Signed,https://247sports.com/player/hayden-fletcher-46152927/
Sam Wulff,2025,,0,6-0,197.0,QB,California,Arroyo Grande,Arroyo Grande,,,,,24154,Signed,https://247sports.com/player/sam-wulff-46153970/
Reilly Garcia,2025,,0,6-2,207.0,QB,Arizona,Gilbert,Campo Verde,,,,,24095,Enrolled,https://247sports.com/player/reilly-garcia-46154620/
Gregory Fee,2025,,0,6-5,215.0,QB,North Carolina,Matthews,Weddington,,,,,24224,Enrolled,https://247sports.com/player/gregory-fee-46155590/
Seth Sendry,2025,,0,6-0,170.0,QB,Michigan,Detroit,Cass Technical,,,,,24313,HardCommit,https://247sports.com/player/seth-sendry-46155788/
Jack Benson,2025,,0,6-3,170.0,QB,Idaho,Eagle,Eagle,,,,,24117,HardCommit,https://247sports.com/player/jack-benson-46100950/
Skyler Williams,2025,,0,6-1,222.0,QB,Georgia,Warner Robins,Warner Robins,,,,,24363,Enrolled,https://247sports.com/player/skyler-williams-46155869/
Landon Sims,2025,,0,6-3,190.0,QB,Alabama,Evergreen,Escambia Academy,,,,,24086,Enrolled,https://247sports.com/player/landon-sims-46155884/
Luke Dunham,2025,,0,6-3,185.0,QB,Texas,Austin,McCallum,,,,,24028,Enrolled,https://247sports.com/player/luke-dunham-46155984/
Trey Kukuk,2025,,0,6-1,210.0,QB,California,Mission Viejo,Capistrano Valley,,,,,24121,Enrolled,https://247sports.com/player/trey-kukuk-46128022/
Zach Wilcke,2025,,0,6-3,205.0,QB,Mississippi,Hernando,Hernando,,,,,24318,Enrolled,https://247sports.com/player/zach-wilcke-46101994/
Marcus Beamon,2025,,0,6-0,195.0,QB,Mississippi,Philadelphia,Philadelphia,,,,,24069,Enrolled,https://247sports.com/player/marcus-beamon-46156330/
Brady Jones,2025,,0,6-4,215.0,QB,California,Murrieta,Vista Murrieta,,,,,24077,Enrolled,https://247sports.com/player/brady-jones-46156605/
Mason Schubert,2025,,0,6-3,188.0,QB,Oklahoma,Stillwater,Stillwater,,,,,24027,Enrolled,https://247sports.com/player/mason-schubert-46160823/
Jax Leatherwood,2025,,0,6-8,253.0,QB,California,San Diego,Scripps Ranch,,,,,24267,Enrolled,https://247sports.com/player/jax-leatherwood-46128693/
Teddy Booras,2025,,0,6-3,200.0,QB,California,San Ramon,California,,,,,24121,Enrolled,https://247sports.com/player/teddy-booras-46125399/
Ethan Thanthanavong,2025,,0,6-0,205.0,QB,Ohio,Carroll,Bloom-Carroll,,,,,29261,Enrolled,https://247sports.com/player/ethan-thanthanavong-46164775/
Jaden Haly,2025,,0,5-11,180.0,QB,New York,New York,A. Philip Randolph Campus,,,,,24195,Enrolled,https://247sports.com/player/jaden-haly-46164857/
James Johnson,2025,,0,5-11,190.0,QB,California,Rancho Santa Margarita,Santa Margarita Catholic,,,,,24211,Enrolled,https://247sports.com/player/james-johnson-46169945/
Holden Phillips,2025,,0,6-1,205.0,QB,Texas,Wolfforth,Wolfforth Frenship,,,,,24030,Enrolled,https://247sports.com/player/holden-phillips-46169996/
Jackson Firmin,2025,,0,6-3,205.0,QB,Louisiana,Baton Rouge,Baton Rouge Central,,,,,24235,Enrolled,https://247sports.com/player/jackson-firmin-46170175/
Keisean Henderson,2026,100,5,6-5,195.0,QB,Texas,Spring,Legacy the School of Sport Sciences,,1,1,1,24051,Enrolled,https://247sports.com/player/keisean-henderson-46129516/
Jared Curtis,2026,99,5,6-3,230.0,QB,Tennessee,Nashville,Nashville Christian,05/05/2025,2,2,1,24107,Enrolled,https://247sports.com/player/jared-curtis-46138517/
Faizon Brandon,2026,99,5,6-4,225.0,QB,North Carolina,Greensboro,Grimsley,08/03/2024,3,3,1,24106,Enrolled,https://247sports.com/player/faizon-brandon-46137277/
Dia Bell,2026,97,4,6-3,206.0,QB,Florida,Fort Lauderdale,American Heritage,,5,38,4,24028,Enrolled,https://247sports.com/player/dia-bell-46131875/
Ryder Lyons,2026,96,4,6-2.5,220.0,QB,California,Folsom,Folsom,06/24/2025,6,65,7,24079,Signed,https://247sports.com/player/ryder-lyons-46131227/
Jett Thomalla,2026,97,4,6-4,229.0,QB,Nebraska,Omaha,Millard South,,4,36,1,24096,Enrolled,https://247sports.com/player/jett-thomalla-46150237/
